 Vinddata Oria.
 Longitude: -2.40869 Latitude: 37.50103
*******************************************************************
Datum:tid	Hastighet (m/S)	Byar (m/s)	Vindriktning (grader)	OK?
2023-04-23 22:55:14	1	1.8	236	False
2023-05-02 14:53:35	3.6	2.8	131	False
2023-05-02 14:57:48	3.6	2.8	131	True
2023-05-02 15:02:44	3.6	2.8	131	True
2023-05-02 15:07:19	3.6	2.8	131	True
2023-05-02 15:11:33	3.6	2.8	131	True
2023-05-02 15:16:29	3.6	2.8	131	True
2023-05-02 15:20:43	3.6	2.8	131	True
2023-05-02 15:25:39	3.6	2.8	131	True
2023-05-02 15:29:53	3.6	2.8	131	True
2023-05-02 15:34:49	3.6	2.8	131	True
2023-05-02 15:39:03	3.6	2.8	131	True
2023-05-02 15:43:59	4.1	3.3	133	True
2023-05-02 15:48:13	4.1	3.3	133	False
2023-05-02 15:53:09	4.1	3.3	133	False
2023-05-02 15:57:23	4.1	3.3	133	False
2023-05-02 16:01:58	4.1	3.3	133	False
2023-05-02 16:06:54	4.1	3.3	133	False
2023-05-02 16:11:08	4.1	3.3	133	False
2023-05-03 00:46:30	3.2	3.9	115	False
2023-05-17 12:15:29,5,4.8,108,False
2023-05-17 12:16:42,5,4.8,108,False
2023-06-22 16:33:15,3.4,2.7,113,False
2023-06-22 16:35:03,3.4,2.7,113,False
2023-06-26 23:14:06,2.9,3.1,105,False
2023-06-26 23:16:46,2.9,3.1,105,False
2023-06-26 23:44:18,3.5,4,96,False
2023-07-03 19:41:12,3.3,4.4,188,False
2023-07-04 17:55:00,2.4,5.8,327,False
2023-07-26 18:46:59,5.6,3.9,125,False
2023-07-27 09:00:08,1.9,2.1,118,False
2023-07-27 22:14:53,1.4,1.9,161,False
2023-08-01 00:55:29,3.3,3.7,295,False
2023-08-01 01:04:20,3.3,3.7,295,False
2023-08-03 12:22:47,2.7,3.3,290,False
2023-08-06 15:36:06,4.5,4.3,119,False
2023-08-06 15:37:39,4.5,4.3,119,False
2023-08-06 16:04:11,4.5,4.3,119,False
